6	1	32	30	-2
6	1	33	26	10
6	1	23	28	-12
1	2	18	34	-6
6	2	21	37	-4
1	2	10	39	10
6	2	27	34	4
6	1	29	32	10
6	1	27	26	-18
6	1	36	30	14
6	1	29	27	-8
1	1	19	33	-8
6	2	28	37	16
6	1	21	29	4
5	1	27	19	2
1	1	15	26	-16
1	1	17	34	-10
1	2	18	39	-14
7	2	21	46	14
6	1	25	39	-2
1	2	15	40	-10
2	2	20	45	6
2	2	13	42	-14
2	2	18	49	20
6	1	26	39	-4
2	2	20	41	-8
2	2	16	45	8
7	2	22	41	20
6	1	29	31	10
1	2	19	26	4
6	2	23	24	-22
5	1	35	16	-24
10	0	47	15	-4
10	1	49	19	0
11	1	49	21	6
10	1	46	15	18
6	1	37	22	0
6	1	37	30	-4
6	2	23	39	-18
7	2	26	48	-14
7	2	27	55	6
7	2	29	52	18
7	0	29	43	8
6	2	36	39	12
6	2	28	33	0
6	2	25	33	-12
6	1	39	27	-8
10	1	43	20	-12
10	1	49	20	8
10	1	45	18	20
6	1	35	22	-8
5	1	39	19	16
5	1	31	19	16
6	0	23	21	-10
6	1	21	28	-10
1	2	20	33	-20
7	2	21	43	0
2	2	16	43	0
2	2	18	43	14
6	2	23	36	12
6	1	30	24	10
5	1	25	19	4
6	1	21	23	0
5	1	23	16	2
1	1	20	22	-8
1	2	14	26	-20
1	2	14	36	-16
2	2	19	44	-4
2	2	18	46	14
6	1	21	39	30
6	1	24	23	-8
1	2	19	28	-16
6	2	21	36	20
6	1	24	26	-2
6	2	21	27	0
6	2	27	23	0
1	2	20	27	4
6	2	25	24	-10
5	1	30	15	0
6	1	30	21	12
5	1	24	18	6
1	1	18	21	0
1	1	18	21	-10
1	1	20	26	-30
2	2	13	41	8
1	0	13	37	2
1	2	20	36	-12
7	2	22	42	12
6	1	26	36	10
6	1	29	31	10
1	2	20	26	4
1	2	18	24	-4
6	2	21	26	6
6	2	22	23	-6
6	2	26	24	-20
5	1	36	17	-12
10	1	42	18	2
11	1	41	21	-6
10	1	44	20	18
6	2	35	26	-12
10	1	41	20	20
6	1	31	23	-6
6	0	24	34	-2
6	2	35	28	8
6	2	23	31	8
6	1	24	27	0
6	2	22	27	6
1	2	13	24	6
6	2	21	21	-4
5	2	23	19	-12
5	1	29	15	-20
5	1	39	14	8
6	2	35	26	-6
5	1	38	16	-16
10	1	46	17	4
11	2	44	23	2
10	1	43	17	6
5	1	40	15	8
6	1	36	22	6
5	1	33	12	14
6	2	21	26	14
0	2	16	19	-20
1	2	18	29	0
1	2	18	29	14
1	2	13	22	-14
5	2	29	20	-2
5	2	30	19	-6
5	1	33	14	-22
11	1	44	24	2
10	1	43	18	-8
10	1	47	13	12
11	2	41	23	-18
10	1	50	15	10
11	1	45	25	18
5	1	36	18	12
5	1	30	18	12
6	1	22	24	-18
1	2	19	33	-20
2	2	14	43	-8
2	2	18	47	6
2	2	19	44	14
1	2	17	37	2
1	2	20	36	18
6	1	24	27	0
6	2	25	27	-18
6	1	36	22	18
5	1	27	16	-10
6	1	32	23	-14
6	1	39	23	26
5	2	26	20	-8
6	1	30	23	14
1	2	16	23	-12
1	2	18	29	8
6	1	23	25	12
0	2	14	19	-4
1	2	20	21	-16
6	1	29	21	6
1	0	19	26	4
5	1	24	17	4
6	2	22	21	-6
5	1	25	19	-2
6	1	26	22	-4
1	2	18	28	-2
1	2	16	29	-12
6	2	24	35	2
6	1	34	26	18
6	1	24	25	-6
6	1	25	28	-4
1	0	13	30	-2
1	2	14	31	-12
1	2	19	37	0
1	2	16	37	2
1	2	17	36	8
6	1	26	32	8
6	1	27	28	4
6	2	25	26	-10
5	1	31	17	6
6	1	28	21	10
6	2	23	22	2
5	1	22	20	-2
6	1	23	21	-4
1	1	20	25	4
6	2	21	23	-12
1	2	17	29	18
0	1	20	20	-16
1	2	19	28	-4
1	2	15	30	-8
1	2	18	34	22
6	1	23	23	-12
1	2	19	29	4
6	1	27	23	-16
5	1	35	15	16
5	1	27	19	-4
6	2	23	29	0
1	2	17	29	2
1	2	13	28	8
5	2	24	19	-6
5	1	27	17	2
1	2	20	26	-14
6	1	33	24	-10
5	1	38	19	-6
11	2	41	23	-2
10	1	42	11	16
5	1	34	20	6
6	1	31	25	-2
6	1	32	27	4
6	2	23	30	-16
1	2	19	38	0
6	2	24	38	14
6	1	31	27	6
6	1	28	25	2
6	2	21	27	-12
1	2	10	33	4
1	1	19	31	2
6	1	23	30	-4
6	2	22	32	-6
1	2	14	35	-8
6	2	22	39	10
6	1	25	34	-4
6	2	23	36	-10
11	1	41	37	18
6	1	31	32	6
6	1	21	29	-14
1	1	20	36	8
1	2	15	32	0
1	2	11	32	0
6	2	23	32	16
1	1	18	24	-4
1	1	15	26	-6
1	1	17	29	-16
1	2	17	37	-4
1	2	17	39	-16
7	2	21	47	14
6	1	25	40	16
1	2	18	32	4
6	1	21	30	16
1	2	14	22	8
